IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId,year
140081764,SUICIDE,SUICIDE,Tuesday,01/28/2014,08:00:00,RICHMOND,NONE,400 Block of 42ND AV,-122.503098446489,37.7803900796193,POINT (-122.503098446489 37.7803900796193),14008176460110,2014
140065746,SUICIDE,ATTEMPTED SUICIDE,Thursday,01/23/2014,00:30:00,INGLESIDE,PSYCHOPATHIC CASE,1300 Block of DIAMOND ST,-122.435946751953,37.7467639812623,POINT (-122.435946751953 37.7467639812623),14006574660010,2014
131069216,SUICIDE,ATTEMPTED SUICIDE BY JUMPING,Friday,12/20/2013,14:50:00,TENDERLOIN,NONE,200 Block of HYDE ST,-122.415721688006,37.7830679886919,POINT (-122.415721688006 37.7830679886919),13106921660070,2013
131062759,SUICIDE,ATTEMPTED SUICIDE,Wednesday,12/18/2013,12:35:00,MISSION,"ARREST, BOOKED",2600 Block of MISSION ST,-122.41860030589,37.7546255872838,POINT (-122.41860030589 37.7546255872838),13106275960010,2013
131030342,SUICIDE,ATTEMPTED SUICIDE,Friday,12/06/2013,21:15:00,RICHMOND,PSYCHOPATHIC CASE,3200 Block of CLAY ST,-122.446455387591,37.789103972456,POINT (-122.446455387591 37.789103972456),13103034260010,2013
131024812,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Thursday,12/05/2013,00:45:00,TARAVAL,PSYCHOPATHIC CASE,300 Block of VICTORIA ST,-122.465400905286,37.7170346290255,POINT (-122.465400905286 37.7170346290255),13102481260060,2013
131024840,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Wednesday,12/04/2013,21:35:00,INGLESIDE,PSYCHOPATHIC CASE,2300 Block of ALEMANY BL,-122.444109378533,37.7165955301214,POINT (-122.444109378533 37.7165955301214),13102484060090,2013
131023892,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Wednesday,12/04/2013,17:15:00,TARAVAL,PSYCHOPATHIC CASE,2100 Block of 20TH AV,-122.477156565946,37.7476443925706,POINT (-122.477156565946 37.7476443925706),13102389260080,2013
131021272,SUICIDE,SUICIDE BY JUMPING,Tuesday,12/03/2013,18:32:00,CENTRAL,NONE,0 Block of DRUMM ST,-122.396421943768,37.7941447423704,POINT (-122.396421943768 37.7941447423704),13102127260170,2013
131009052,SUICIDE,SUICIDE,Thursday,11/28/2013,22:00:00,MISSION,NONE,300 Block of LIBERTY ST,-122.429072736678,37.7573212072704,POINT (-122.429072736678 37.7573212072704),13100905260110,2013
130994086,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Saturday,11/23/2013,15:00:00,SOUTHERN,PSYCHOPATHIC CASE,100 Block of 6TH ST,-122.407376463936,37.7799892619986,POINT (-122.407376463936 37.7799892619986),13099408660080,2013
130986243,SUICIDE,SUICIDE BY STRANGULATION,Tuesday,11/19/2013,15:30:00,TENDERLOIN,NONE,100 Block of EDDY ST,-122.410157073911,37.7842973843312,POINT (-122.410157073911 37.7842973843312),13098624360190,2013
130956020,SUICIDE,ATTEMPTED SUICIDE,Monday,11/11/2013,10:35:00,MISSION,UNFOUNDED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),13095602060010,2013
130943130,SUICIDE,ATTEMPTED SUICIDE,Wednesday,11/06/2013,17:55:00,MISSION,LOCATED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),13094313060010,2013
130942427,SUICIDE,ATTEMPTED SUICIDE,Wednesday,11/06/2013,14:10:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),13094242760010,2013
130929522,SUICIDE,SUICIDE BY LACERATION,Friday,11/01/2013,22:32:00,TARAVAL,NONE,LINCOLN WY / 24TH AV,-122.482614313563,37.7652086194992,POINT (-122.482614313563 37.7652086194992),13092952260180,2013
130901887,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Thursday,10/24/2013,10:05:00,NORTHERN,PSYCHOPATHIC CASE,1600 Block of POST ST,-122.428969462908,37.7856179045546,POINT (-122.428969462908 37.7856179045546),13090188760060,2013
130868475,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Monday,10/14/2013,01:23:00,TARAVAL,PSYCHOPATHIC CASE,100 Block of RIVERTON DR,-122.487032335674,37.7314921677593,POINT (-122.487032335674 37.7314921677593),13086847560080,2013
130864241,SUICIDE,SUICIDE BY ASPHYXIATION,Friday,10/11/2013,12:00:00,CENTRAL,NONE,800 Block of GEARY ST,-122.417273344939,37.7861493947594,POINT (-122.417273344939 37.7861493947594),13086424160120,2013
130856179,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Wednesday,10/09/2013,20:00:00,MISSION,PSYCHOPATHIC CASE,4400 Block of 20TH ST,-122.437438391962,37.7575778601627,POINT (-122.437438391962 37.7575778601627),13085617960060,2013
130849754,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Tuesday,10/08/2013,07:56:00,SOUTHERN,PSYCHOPATHIC CASE,1100 Block of MISSION ST,-122.412736707425,37.7777124404316,POINT (-122.412736707425 37.7777124404316),13084975460020,2013
130835963,SUICIDE,SUICIDE BY FIREARMS,Wednesday,10/02/2013,16:00:00,TARAVAL,NONE,3900 Block of IRVING ST,-122.50016923551,37.7624904433566,POINT (-122.50016923551 37.7624904433566),13083596360150,2013
130828714,SUICIDE,SUICIDE BY FIREARMS,Tuesday,10/01/2013,16:41:00,INGLESIDE,NONE,100 Block of ENCLINE CT,-122.448444949868,37.7418895299813,POINT (-122.448444949868 37.7418895299813),13082871460150,2013
130825914,SUICIDE,SUICIDE BY JUMPING,Monday,09/30/2013,18:53:00,NORTHERN,NONE,1600 Block of CALIFORNIA ST,-122.421534860062,37.7905261965099,POINT (-122.421534860062 37.7905261965099),13082591460170,2013
130790903,SUICIDE,ATTEMPTED SUICIDE,Thursday,09/19/2013,21:10:00,SOUTHERN,PSYCHOPATHIC CASE,200 Block of BERRY ST,-122.394438381217,37.7748533257261,POINT (-122.394438381217 37.7748533257261),13079090360010,2013
130787897,SUICIDE,SUICIDE BY STRANGULATION,Thursday,09/19/2013,00:02:00,TENDERLOIN,NONE,300 Block of TURK ST,-122.414900544562,37.7827419623926,POINT (-122.414900544562 37.7827419623926),13078789760190,2013
130733210,SUICIDE,ATTEMPTED SUICIDE,Monday,09/02/2013,20:47:00,SOUTHERN,PSYCHOPATHIC CASE,200 Block of 10TH ST,-122.413532099084,37.7734546807932,POINT (-122.413532099084 37.7734546807932),13073321060010,2013
130730313,SUICIDE,ATTEMPTED SUICIDE,Sunday,09/01/2013,20:05:00,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119,POINT (-122.414406029855 37.7841907151119),13073031360010,2013
130674664,SUICIDE,ATTEMPTED SUICIDE,Wednesday,08/14/2013,20:40:00,PARK,NONE,1300 Block of GROVE ST,-122.438828221606,37.7757632333876,POINT (-122.438828221606 37.7757632333876),13067466460010,2013
130655216,SUICIDE,SUICIDE BY STRANGULATION,Thursday,08/08/2013,17:26:00,INGLESIDE,NONE,100 Block of WOOL ST,-122.41701506595,37.7397775665586,POINT (-122.41701506595 37.7397775665586),13065521660190,2013
139004343,SUICIDE,SUICIDE BY DROWNING,Tuesday,08/06/2013,12:32:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.403404791479 37.775420706711),13900434360130,2013
130635729,SUICIDE,ATTEMPTED SUICIDE,Thursday,08/01/2013,05:00:00,INGLESIDE,PSYCHOPATHIC CASE,200 Block of THERESA ST,-122.435916984704,37.7298371341208,POINT (-122.435916984704 37.7298371341208),13063572960010,2013
130629459,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Wednesday,07/31/2013,00:18:00,INGLESIDE,PSYCHOPATHIC CASE,200 Block of HEARST AV,-122.44317944872,37.7307697968779,POINT (-122.44317944872 37.7307697968779),13062945960090,2013
130652789,SUICIDE,SUICIDE BY STRANGULATION,Sunday,07/28/2013,16:00:00,CENTRAL,NONE,800 Block of CLAY ST,-122.407728738815,37.794138132306,POINT (-122.407728738815 37.794138132306),13065278960190,2013
130620281,SUICIDE,ATTEMPTED SUICIDE,Sunday,07/28/2013,00:14:00,MISSION,PSYCHOPATHIC CASE,600 Block of ALABAMA ST,-122.411918279507,37.7609983572492,POINT (-122.411918279507 37.7609983572492),13062028160010,2013
130586564,SUICIDE,ATTEMPTED SUICIDE,Tuesday,07/16/2013,22:45:00,INGLESIDE,PSYCHOPATHIC CASE,700 Block of MADRID ST,-122.43581443393,37.7177438152519,POINT (-122.43581443393 37.7177438152519),13058656460010,2013
130535094,SUICIDE,ATTEMPTED SUICIDE,Saturday,06/29/2013,20:45:00,INGLESIDE,NONE,1700 Block of SAN JOSE AV,-122.439871187211,37.7291101567,POINT (-122.439871187211 37.7291101567),13053509460010,2013
130509760,SUICIDE,SUICIDE BY FIREARMS,Wednesday,06/19/2013,17:00:00,BAYVIEW,NONE,1600 Block of DONNER AV,-122.394315879182,37.7245029180588,POINT (-122.394315879182 37.7245029180588),13050976060150,2013
130475406,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Sunday,06/09/2013,17:45:00,MISSION,PSYCHOPATHIC CASE,3000 Block of 20TH ST,-122.411171790624,37.7590537637579,POINT (-122.411171790624 37.7590537637579),13047540660060,2013
130441849,SUICIDE,ATTEMPTED SUICIDE,Wednesday,05/29/2013,08:20:00,INGLESIDE,PSYCHOPATHIC CASE,0 Block of NIAGARA AV,-122.442627054319,37.7162462429059,POINT (-122.442627054319 37.7162462429059),13044184960010,2013
130439719,SUICIDE,ATTEMPTED SUICIDE,Tuesday,05/28/2013,14:55:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),13043971960010,2013
130424469,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Thursday,05/23/2013,13:13:00,TENDERLOIN,NONE,400 Block of TURK ST,-122.416349428183,37.7825569563078,POINT (-122.416349428183 37.7825569563078),13042446960090,2013
130424469,SUICIDE,SUICIDE BY STRANGULATION,Thursday,05/23/2013,13:13:00,TENDERLOIN,NONE,400 Block of TURK ST,-122.416349428183,37.7825569563078,POINT (-122.416349428183 37.7825569563078),13042446960190,2013
130420398,SUICIDE,ATTEMPTED SUICIDE,Wednesday,05/22/2013,05:10:00,INGLESIDE,PSYCHOPATHIC CASE,200 Block of CRESTAVISTA DR,-122.454382582181,37.7355535946876,POINT (-122.454382582181 37.7355535946876),13042039860010,2013
130401605,SUICIDE,ATTEMPTED SUICIDE,Thursday,05/16/2013,07:13:00,MISSION,PSYCHOPATHIC CASE,1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,POINT (-122.406539115148 37.7564864109309),13040160560010,2013
130370395,SUICIDE,ATTEMPTED SUICIDE BY JUMPING,Monday,05/06/2013,12:28:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.403404791479 37.775420706711),13037039560070,2013
130350698,SUICIDE,ATTEMPTED SUICIDE,Monday,04/29/2013,16:30:00,CENTRAL,LOCATED,700 Block of PACIFIC AV,-122.408014703843,37.796699717573,POINT (-122.408014703843 37.796699717573),13035069860010,2013
130340116,SUICIDE,ATTEMPTED SUICIDE,Thursday,04/25/2013,20:58:00,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119,POINT (-122.414406029855 37.7841907151119),13034011660010,2013
130317068,SUICIDE,SUICIDE BY STRANGULATION,Thursday,04/18/2013,15:00:00,RICHMOND,NONE,4100 Block of FULTON ST,-122.476168271877,37.7729919939002,POINT (-122.476168271877 37.7729919939002),13031706860190,2013
130304883,SUICIDE,ATTEMPTED SUICIDE,Sunday,04/14/2013,15:10:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),13030488360010,2013
130302451,SUICIDE,ATTEMPTED SUICIDE,Saturday,04/13/2013,15:30:00,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of ELLIS ST,-122.411965795229,37.7849141859562,POINT (-122.411965795229 37.7849141859562),13030245160010,2013
130315874,SUICIDE,SUICIDE BY JUMPING,Thursday,04/11/2013,16:25:00,TARAVAL,NONE,2400 Block of GREAT HY,-122.506740892168,37.7407394820048,POINT (-122.506740892168 37.7407394820048),13031587460170,2013
130286827,SUICIDE,SUICIDE,Monday,04/08/2013,08:30:00,INGLESIDE,NONE,200 Block of BANKS ST,-122.412790102715,37.7397570039579,POINT (-122.412790102715 37.7397570039579),13028682760110,2013
130274286,SUICIDE,SUICIDE BY JUMPING,Thursday,04/04/2013,06:40:00,PARK,NONE,200 Block of WOODSIDE AV,-122.454239907613,37.7459562953856,POINT (-122.454239907613 37.7459562953856),13027428660170,2013
130272315,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Wednesday,04/03/2013,11:00:00,SOUTHERN,NONE,200 Block of 6TH ST,-122.406346425632,37.7791674218963,POINT (-122.406346425632 37.7791674218963),13027231560090,2013
130268091,SUICIDE,ATTEMPTED SUICIDE,Monday,04/01/2013,20:26:00,TENDERLOIN,PSYCHOPATHIC CASE,0 Block of TURK ST,-122.409853729941,37.7833862379382,POINT (-122.409853729941 37.7833862379382),13026809160010,2013
130260047,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Friday,03/29/2013,21:00:00,TARAVAL,PSYCHOPATHIC CASE,2000 Block of TARAVAL ST,-122.488018294254,37.7424529327313,POINT (-122.488018294254 37.7424529327313),13026004760060,2013
130244477,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Sunday,03/24/2013,18:09:00,SOUTHERN,NONE,0 Block of 6TH ST,-122.409011206639,37.7811340568243,POINT (-122.409011206639 37.7811340568243),13024447760060,2013
130196254,SUICIDE,ATTEMPTED SUICIDE,Friday,03/08/2013,14:10:00,BAYVIEW,PSYCHOPATHIC CASE,1300 Block of PALOU AV,-122.386204568859,37.7313790679762,POINT (-122.386204568859 37.7313790679762),13019625460010,2013
130188364,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Monday,03/04/2013,18:30:00,BAYVIEW,PSYCHOPATHIC CASE,200 Block of HOLYOKE ST,-122.409346430586,37.7281149411497,POINT (-122.409346430586 37.7281149411497),13018836460060,2013
130169518,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Wednesday,02/27/2013,13:34:00,MISSION,PSYCHOPATHIC CASE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),13016951860020,2013
130167073,SUICIDE,ATTEMPTED SUICIDE,Tuesday,02/26/2013,15:00:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),13016707360010,2013
130136006,SUICIDE,SUICIDE BY JUMPING,Saturday,02/16/2013,09:31:00,TENDERLOIN,NONE,200 Block of JONES ST,-122.412436901867,37.7834857455601,POINT (-122.412436901867 37.7834857455601),13013600660170,2013
130118446,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Sunday,02/10/2013,12:53:00,TENDERLOIN,PSYCHOPATHIC CASE,700 Block of OFARRELL ST,-122.417107256373,37.7853238292094,POINT (-122.417107256373 37.7853238292094),13011844660060,2013
130116412,SUICIDE,ATTEMPTED SUICIDE,Saturday,02/09/2013,19:50:00,BAYVIEW,NONE,1000 Block of HOLLISTER AV,-122.391549170299,37.7191791974582,POINT (-122.391549170299 37.7191791974582),13011641260010,2013
130098898,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Monday,02/04/2013,06:57:00,MISSION,PSYCHOPATHIC CASE,1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,POINT (-122.406539115148 37.7564864109309),13009889860020,2013
130097878,SUICIDE,ATTEMPTED SUICIDE,Sunday,02/03/2013,19:50:00,BAYVIEW,PSYCHOPATHIC CASE,900 Block of CONNECTICUT ST,-122.397089183868,37.7535987880327,POINT (-122.397089183868 37.7535987880327),13009787860010,2013
130095747,SUICIDE,SUICIDE BY JUMPING,Saturday,02/02/2013,22:07:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,POINT (-122.407633520742 37.7841893501425),13009574760170,2013
130092602,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Friday,02/01/2013,18:00:00,RICHMOND,PSYCHOPATHIC CASE,700 Block of LA PLAYA ST,-122.510032525985,37.7741786514476,POINT (-122.510032525985 37.7741786514476),13009260260090,2013
130079650,SUICIDE,SUICIDE BY FIREARMS,Monday,01/28/2013,16:30:00,TARAVAL,NONE,100 Block of FONT BL,-122.473644075533,37.7155536666978,POINT (-122.473644075533 37.7155536666978),13007965060150,2013
130051181,SUICIDE,SUICIDE BY STRANGULATION,Friday,01/18/2013,10:00:00,NORTHERN,NONE,1600 Block of GREEN ST,-122.426263381713,37.7972480254184,POINT (-122.426263381713 37.7972480254184),13005118160190,2013
130187190,SUICIDE,SUICIDE BY STRANGULATION,Thursday,01/17/2013,00:01:00,CENTRAL,NONE,1200 Block of CLAY ST,-122.413654405257,37.7932715347608,POINT (-122.413654405257 37.7932715347608),13018719060190,2013
130039347,SUICIDE,ATTEMPTED SUICIDE,Monday,01/14/2013,22:10:00,RICHMOND,PSYCHOPATHIC CASE,100 Block of 3RD AV,-122.461488844398,37.786106452065,POINT (-122.461488844398 37.786106452065),13003934760010,2013
130013288,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Saturday,01/05/2013,14:30:00,NORTHERN,PSYCHOPATHIC CASE,800 Block of OFARRELL ST,-122.418729600557,37.785007503993,POINT (-122.418729600557 37.785007503993),13001328860080,2013
130012177,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Friday,01/04/2013,21:30:00,TARAVAL,NONE,1700 Block of JUDAH ST,-122.480748938898,37.7614799577497,POINT (-122.480748938898 37.7614799577497),13001217760060,2013
121052237,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Monday,12/31/2012,11:25:00,TENDERLOIN,PSYCHOPATHIC CASE,200 Block of HYDE ST,-122.415858343095,37.7830505366842,POINT (-122.415858343095 37.7830505366842),12105223760060,2012
121050601,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Sunday,12/30/2012,17:45:00,SOUTHERN,PSYCHOPATHIC CASE,100 Block of 7TH ST,-122.410718060304,37.7789597633583,POINT (-122.410718060304 37.7789597633583),12105060160080,2012
121041939,SUICIDE,SUICIDE BY STRANGULATION,Thursday,12/27/2012,17:12:00,SOUTHERN,NONE,100 Block of 6TH ST,-122.407877117352,37.7803875013555,POINT (-122.407877117352 37.7803875013555),12104193960190,2012
121032289,SUICIDE,ATTEMPTED SUICIDE BY JUMPING,Sunday,12/23/2012,09:20:00,CENTRAL,NONE,400 Block of BROADWAY ST,-122.404282497745,37.7982249345487,POINT (-122.404282497745 37.7982249345487),12103228960070,2012
121035283,SUICIDE,SUICIDE BY STRANGULATION,Saturday,12/22/2012,11:00:00,INGLESIDE,NONE,300 Block of NEVADA ST,-122.411630612983,37.7375790622154,POINT (-122.411630612983 37.7375790622154),12103528360190,2012
121003707,SUICIDE,SUICIDE BY STRANGULATION,Monday,12/10/2012,14:00:00,INGLESIDE,NONE,0 Block of BENNINGTON ST,-122.417629019575,37.7398691512593,POINT (-122.417629019575 37.7398691512593),12100370760190,2012
120992846,SUICIDE,ATTEMPTED SUICIDE,Sunday,12/09/2012,15:27:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),12099284660010,2012
120989815,SUICIDE,ATTEMPTED SUICIDE,Saturday,12/08/2012,10:15:00,MISSION,LOCATED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),12098981560010,2012
120981441,SUICIDE,ATTEMPTED SUICIDE,Wednesday,12/05/2012,14:00:00,NORTHERN,PSYCHOPATHIC CASE,800 Block of ELLIS ST,-122.420212775999,37.7839789136387,POINT (-122.420212775999 37.7839789136387),12098144160010,2012
120957624,SUICIDE,SUICIDE BY FIREARMS,Monday,11/26/2012,22:59:00,CENTRAL,NONE,800 Block of BUSH ST,-122.411259228464,37.7897894219545,POINT (-122.411259228464 37.7897894219545),12095762460150,2012
120956949,SUICIDE,SUICIDE BY JUMPING,Monday,11/26/2012,17:47:00,CENTRAL,NONE,800 Block of PINE ST,-122.409804474418,37.7909286115977,POINT (-122.409804474418 37.7909286115977),12095694960170,2012
120934127,SUICIDE,ATTEMPTED SUICIDE,Sunday,11/18/2012,11:45:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),12093412760010,2012
120926522,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Thursday,11/15/2012,17:00:00,TARAVAL,NONE,1400 Block of FUNSTON AV,-122.47046761568,37.7610343547722,POINT (-122.47046761568 37.7610343547722),12092652260060,2012
120918682,SUICIDE,SUICIDE BY STRANGULATION,Tuesday,11/13/2012,09:30:00,CENTRAL,NONE,300 Block of COLUMBUS AV,-122.407441894207,37.7984735976057,POINT (-122.407441894207 37.7984735976057),12091868260190,2012
120906518,SUICIDE,ATTEMPTED SUICIDE,Friday,11/09/2012,03:47:00,TARAVAL,NONE,500 Block of RIVERA ST,-122.472411926453,37.7469910376172,POINT (-122.472411926453 37.7469910376172),12090651860010,2012
120898034,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Tuesday,11/06/2012,07:00:00,INGLESIDE,PSYCHOPATHIC CASE,0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,POINT (-122.444707063455 37.7249307267936),12089803460020,2012
120897315,SUICIDE,ATTEMPTED SUICIDE,Tuesday,11/06/2012,01:25:00,INGLESIDE,PSYCHOPATHIC CASE,300 Block of GAMBIER ST,-122.421169640732,37.7250250506137,POINT (-122.421169640732 37.7250250506137),12089731560010,2012
120890585,SUICIDE,ATTEMPTED SUICIDE,Saturday,11/03/2012,20:40:00,RICHMOND,PSYCHOPATHIC CASE,2500 Block of CLEMENT ST,-122.486496998149,37.7820034375189,POINT (-122.486496998149 37.7820034375189),12089058560010,2012
120881772,SUICIDE,SUICIDE,Thursday,11/01/2012,06:00:00,SOUTHERN,NONE,300 Block of CLEMENTINA ST,-122.40232147638,37.7820387146172,POINT (-122.40232147638 37.7820387146172),12088177260110,2012
120875004,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Monday,10/29/2012,23:05:00,MISSION,PSYCHOPATHIC CASE,2500 Block of BRYANT ST,-122.409136145271,37.7535885545728,POINT (-122.409136145271 37.7535885545728),12087500460080,2012
120841679,SUICIDE,SUICIDE BY FIREARMS,Friday,10/19/2012,00:01:00,MISSION,UNFOUNDED,900 Block of GUERRERO ST,-122.423367423543,37.7559474977071,POINT (-122.423367423543 37.7559474977071),12084167960150,2012
120831868,SUICIDE,SUICIDE BY ASPHYXIATION,Monday,10/15/2012,11:00:00,TARAVAL,PSYCHOPATHIC CASE,1200 Block of GREAT HY,-122.50966215971,37.7630355540213,POINT (-122.50966215971 37.7630355540213),12083186860120,2012
120822516,SUICIDE,SUICIDE BY STRANGULATION,Friday,10/12/2012,22:00:00,TARAVAL,NONE,1400 Block of 17TH AV,-122.474719291262,37.7608459027286,POINT (-122.474719291262 37.7608459027286),12082251660190,2012
120803130,SUICIDE,SUICIDE,Saturday,10/06/2012,18:52:00,BAYVIEW,NONE,1600 Block of KIRKWOOD AV,-122.390872523812,37.7387519497438,POINT (-122.390872523812 37.7387519497438),12080313060110,2012
120771850,SUICIDE,ATTEMPTED SUICIDE,Wednesday,09/26/2012,10:00:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),12077185060010,2012
120768904,SUICIDE,ATTEMPTED SUICIDE BY JUMPING,Tuesday,09/25/2012,10:40:00,PARK,PSYCHOPATHIC CASE,300 Block of CARL ST,-122.455570536628,37.7650284697804,POINT (-122.455570536628 37.7650284697804),12076890460070,2012
120760994,SUICIDE,ATTEMPTED SUICIDE,Sunday,09/23/2012,10:55:00,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,POINT (-122.406604919508 37.7571580431915),12076099460010,2012
120759163,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Friday,09/21/2012,18:30:00,INGLESIDE,PSYCHOPATHIC CASE,100 Block of TRUMBULL ST,-122.427240184736,37.7307922476613,POINT (-122.427240184736 37.7307922476613),12075916360080,2012
120755923,SUICIDE,ATTEMPTED SUICIDE,Thursday,09/20/2012,17:00:00,MISSION,"ARREST, BOOKED",900 Block of SOUTH VAN NESS AV,-122.416725586439,37.7579542740829,POINT (-122.416725586439 37.7579542740829),12075592360010,2012
120756266,SUICIDE,SUICIDE,Wednesday,09/19/2012,21:00:00,TARAVAL,NONE,100 Block of ASHTON AV,-122.462328895447,37.7208676846997,POINT (-122.462328895447 37.7208676846997),12075626660110,2012
120724768,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Monday,09/10/2012,11:27:00,MISSION,PSYCHOPATHIC CASE,3900 Block of 17TH ST,-122.434659092708,37.762462765244,POINT (-122.434659092708 37.762462765244),12072476860080,2012
120726184,SUICIDE,SUICIDE BY FIREARMS,Monday,09/10/2012,08:30:00,TARAVAL,NONE,2500 Block of 34TH AV,-122.491636522252,37.7395232193884,POINT (-122.491636522252 37.7395232193884),12072618460150,2012
120699484,SUICIDE,SUICIDE BY ASPHYXIATION,Friday,08/31/2012,17:30:00,NORTHERN,NONE,1400 Block of POST ST,-122.426529714226,37.7860427680942,POINT (-122.426529714226 37.7860427680942),12069948460120,2012
120695573,SUICIDE,ATTEMPTED SUICIDE,Friday,08/31/2012,10:35:00,MISSION,PSYCHOPATHIC CASE,3500 Block of 18TH ST,-122.422023229613,37.7617289307209,POINT (-122.422023229613 37.7617289307209),12069557360010,2012
120688001,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Tuesday,08/28/2012,22:55:00,MISSION,LOCATED,2900 Block of 24TH ST,-122.410509287706,37.7526571896025,POINT (-122.410509287706 37.7526571896025),12068800160080,2012
120678745,SUICIDE,SUICIDE BY FIREARMS,Saturday,08/25/2012,19:48:00,RICHMOND,NONE,600 Block of 20TH AV,-122.478968647889,37.7755989697386,POINT (-122.478968647889 37.7755989697386),12067874560150,2012
120650276,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Wednesday,08/15/2012,19:00:00,TARAVAL,PSYCHOPATHIC CASE,2800 Block of SLOAT BL,-122.504756153505,37.7356169338764,POINT (-122.504756153505 37.7356169338764),12065027660080,2012
120637183,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Saturday,08/11/2012,18:15:00,MISSION,PSYCHOPATHIC CASE,200 Block of 13TH ST,-122.417949217834,37.7697208630457,POINT (-122.417949217834 37.7697208630457),12063718360020,2012
120625633,SUICIDE,SUICIDE BY FIREARMS,Monday,08/06/2012,17:00:00,NORTHERN,NONE,1300 Block of BUSH ST,-122.419508197521,37.7888565421382,POINT (-122.419508197521 37.7888565421382),12062563360150,2012
120613183,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Friday,08/03/2012,13:10:00,INGLESIDE,PSYCHOPATHIC CASE,100 Block of CRESCENT AV,-122.422378900977,37.7352207680375,POINT (-122.422378900977 37.7352207680375),12061318360080,2012
